Elspot Prices in EUR/MWh,,,,,,,,,,,,,,,,,,,
Data was last updated 10-01-2018,,,,,,,,,,,,,,,,,,,
,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT,FRE
14-06-2016,11 - 12,"30,13","49,94","49,94","49,94","49,94","57,10","35,83","49,94","26,07","26,07","26,07","49,94","49,94","25,66","57,10","57,10","57,10",
14-06-2016,12 - 13,"29,98","70,30","70,30","70,30","70,30","70,30","32,00","70,30","26,05","26,05","26,05","70,30","70,30","25,64","70,30","70,30","70,30",
14-06-2016,13 - 14,"29,87","51,60","51,60","51,60","51,60","51,60","29,37","51,60","26,02","26,02","26,02","51,60","51,60","25,64","51,60","57,08","57,08",
14-06-2016,14 - 15,"29,42","50,08","50,08","50,08","50,08","50,08","27,55","50,08","26,01","26,01","26,01","50,08","50,08","25,64","50,08","56,61","56,61",
14-06-2016,15 - 16,"29,21","40,16","40,16","40,16","40,16","40,16","27,38","40,16","25,97","25,97","25,97","40,16","40,16","25,65","40,16","51,52","51,52",
14-06-2016,16 - 17,"28,04","33,23","33,23","33,23","33,23","33,23","28,64","33,23","25,90","25,90","25,90","33,23","33,23","25,63","33,23","42,26","42,26",
14-06-2016,17 - 18,"28,02","33,07","33,07","33,07","33,07","33,07","32,51","33,07","25,82","25,82","25,82","33,07","33,07","25,62","33,07","42,24","42,24",
14-06-2016,18 - 19,"28,52","35,95","35,95","35,95","35,95","35,95","35,08","35,95","25,64","25,64","25,64","35,95","35,95","25,62","35,95","42,20","42,20",
14-06-2016,19 - 20,"29,22","37,52","37,52","37,52","37,52","37,52","37,50","37,52","26,08","26,08","26,08","37,52","37,52","25,63","37,52","42,28","42,28",
14-06-2016,20 - 21,"29,29","36,00","36,00","36,00","36,00","36,00","36,00","36,00","26,12","26,12","26,12","36,00","36,00","25,62","36,00","42,20","42,20",
14-06-2016,21 - 22,"27,81","32,01","32,01","32,01","32,01","32,01","32,01","32,01","26,10","26,10","26,10","32,01","32,01","25,61","41,58","41,58","41,58",
14-06-2016,22 - 23,"27,10","30,84","30,84","30,84","30,84","30,84","30,10","30,84","26,01","26,01","26,01","30,84","30,84","24,72","31,21","33,59","33,59",
14-06-2016,23 - 00,"26,13","29,89","29,89","29,89","29,89","29,89","26,59","29,89","25,75","25,75","25,75","29,89","29,89","24,69","29,89","30,60","30,60",
15-06-2016,00 - 01,"26,55","26,83","26,83","26,83","26,83","26,83","26,19","26,83","26,83","26,83","26,83","26,83","26,83","24,72","26,83","26,83","26,83",
15-06-2016,01 - 02,"25,20","25,97","25,97","25,97","25,97","25,97","25,97","25,97","25,97","25,97","25,97","25,97","25,97","24,67","25,97","25,97","25,97",
15-06-2016,02 - 03,"24,82","24,92","24,92","24,92","24,92","24,92","24,92","24,92","24,92","24,92","24,92","24,92","24,92","24,67","24,92","25,02","25,02",
15-06-2016,03 - 04,"24,55","24,52","24,52","24,52","24,52","24,52","24,52","24,52","24,52","24,52","24,52","24,52","24,52","24,52","24,52","24,52","24,52",
15-06-2016,04 - 05,"24,66","24,61","24,61","24,61","24,61","24,61","24,61","24,61","24,61","24,61","24,61","24,61","24,61","24,61","24,61","25,05","25,05",
15-06-2016,05 - 06,"26,55","30,25","30,25","30,25","30,25","30,25","26,32","30,25","26,32","26,32","26,32","30,25","30,25","24,67","30,25","30,25","30,25",
15-06-2016,06 - 07,"29,14","34,57","34,57","34,57","34,57","40,45","28,37","34,57","26,86","26,86","26,86","34,57","34,57","25,58","40,45","41,92","41,92",
15-06-2016,07 - 08,"30,84","36,79","36,79","36,79","36,79","42,00","35,91","36,79","27,84","27,84","27,84","36,79","36,79","25,68","42,00","42,00","42,00",
15-06-2016,08 - 09,"31,95","38,97","38,97","38,97","38,97","42,06","38,79","38,97","28,35","28,35","28,35","38,97","38,97","25,76","42,06","42,06","42,06",
15-06-2016,09 - 10,"31,95","37,09","37,09","37,09","37,09","45,93","36,20","37,09","28,39","28,39","28,39","37,09","37,09","25,76","45,93","45,93","45,93",
15-06-2016,10 - 11,"31,00","37,11","37,11","37,11","37,11","46,31","37,11","37,11","27,49","27,49","27,49","37,11","37,11","25,77","46,31","46,31","46,31",
15-06-2016,11 - 12,"30,91","38,19","38,19","38,19","38,19","46,58","35,51","38,19","27,21","27,21","27,21","35,72","35,72","25,76","46,58","46,58","46,58",
15-06-2016,12 - 13,"30,86","34,90","34,90","34,90","34,90","46,85","30,21","34,90","27,60","27,60","27,60","34,90","34,90","25,75","46,85","46,85","46,85",
15-06-2016,13 - 14,"30,47","33,40","33,40","33,40","33,40","42,08","28,29","33,40","27,58","27,58","27,58","33,40","33,40","25,75","42,08","42,08","42,08",
15-06-2016,14 - 15,"30,39","33,00","33,00","33,00","33,00","42,05","27,99","33,00","27,63","27,63","27,63","33,00","33,00","25,75","42,05","42,05","42,05",
15-06-2016,15 - 16,"30,04","32,66","32,66","32,66","32,66","42,02","27,73","32,66","26,99","26,99","26,99","32,66","32,66","25,75","42,02","42,02","42,02",
15-06-2016,16 - 17,"28,66","30,85","30,85","30,85","30,85","31,93","29,12","30,85","26,96","26,96","25,50","30,85","30,85","25,73","31,93","40,40","40,40",
15-06-2016,17 - 18,"28,73","31,42","31,42","31,42","31,42","31,42","31,00","31,42","26,92","26,92","25,30","31,42","31,42","25,68","31,42","41,90","41,90",
15-06-2016,18 - 19,"29,06","34,53","34,53","34,53","34,53","35,22","34,53","34,53","26,86","26,86","25,14","34,53","34,53","25,68","35,22","41,96","41,96",
15-06-2016,19 - 20,"29,52","36,91","36,91","36,91","36,91","40,46","36,91","36,91","26,83","26,83","25,20","36,91","36,91","25,68","40,46","41,97","41,97",
15-06-2016,20 - 21,"29,00","35,49","35,49","35,49","35,49","35,49","35,49","35,49","26,84","26,84","25,05","35,49","35,49","25,68","35,49","41,95","41,95",
15-06-2016,21 - 22,"27,96","33,25","33,25","33,25","33,25","33,25","33,25","33,25","26,80","26,80","25,28","33,25","33,25","25,68","33,25","41,92","41,92",
15-06-2016,22 - 23,"27,64","33,02","33,02","33,02","33,02","33,02","33,02","33,02","26,75","26,75","24,99","33,02","33,02","24,83","33,02","41,90","41,90",
15-06-2016,23 - 00,"26,66","27,33","27,33","27,33","27,33","27,33","27,33","27,33","26,71","26,71","24,75","27,33","27,33","24,79","27,33","27,33","27,33",
16-06-2016,00 - 01,"26,09","26,76","26,76","26,76","26,76","26,76","26,76","26,76","26,76","26,76","26,76","26,76","26,76","25,18","26,76","27,06","27,06",
16-06-2016,01 - 02,"25,40","25,67","25,67","25,67","25,67","25,67","25,67","25,67","25,67","25,67","25,67","25,67","25,67","25,13","25,67","27,04","27,04",
16-06-2016,02 - 03,"25,15","25,21","25,21","25,21","25,21","25,21","25,21","25,21","25,21","25,21","25,21","25,21","25,21","25,10","25,21","27,03","27,03",
16-06-2016,03 - 04,"24,32","24,32","24,32","24,32","24,32","24,32","24,32","24,32","24,32","24,32","24,32","24,32","24,32","24,32","24,32","27,01","27,01",
16-06-2016,04 - 05,"24,75","24,73","24,73","24,73","24,73","24,73","24,73","24,73","24,73","24,73","24,73","24,73","24,73","24,73","24,73","27,02","27,02",
16-06-2016,05 - 06,"25,94","29,20","29,20","29,20","29,20","29,20","25,79","29,20","25,79","25,79","25,79","29,20","29,20","25,12","29,20","30,24","30,24",
16-06-2016,06 - 07,"28,50","33,97","33,97","33,97","33,97","33,97","29,84","33,97","26,89","26,89","26,89","33,97","33,97","25,17","33,97","42,05","42,05",
16-06-2016,07 - 08,"30,48","42,11","42,11","42,11","42,11","42,11","42,11","42,11","26,84","26,84","26,84","42,11","42,11","25,26","42,11","42,11","42,11",
16-06-2016,08 - 09,"31,68","48,37","48,37","48,37","48,37","48,37","48,37","48,37","27,10","27,10","27,10","48,37","48,37","25,30","48,37","48,37","48,37",
16-06-2016,09 - 10,"31,35","49,79","49,79","49,79","49,79","49,79","49,79","49,79","26,91","26,91","26,91","49,79","49,79","25,31","49,79","49,79","49,79",
16-06-2016,10 - 11,"31,19","55,54","55,54","55,54","55,54","55,54","55,54","55,54","26,14","26,14","26,14","55,54","55,54","25,30","55,54","55,54","55,54",
16-06-2016,11 - 12,"30,92","55,50","55,50","55,50","55,50","55,50","55,50","55,50","26,12","26,12","26,12","55,50","55,50","25,29","55,50","55,50","55,50",
16-06-2016,12 - 13,"30,60","42,81","42,81","42,81","42,81","42,81","42,81","42,81","26,88","26,88","26,88","42,81","42,81","25,28","42,81","44,94","44,94",
16-06-2016,13 - 14,"30,36","42,53","42,53","42,53","42,53","42,53","42,53","42,53","26,80","26,80","26,80","42,53","42,53","25,28","42,53","43,48","43,48",
16-06-2016,14 - 15,"30,30","42,50","42,50","42,50","42,50","42,50","42,50","42,50","26,83","26,83","26,83","42,50","42,50","25,29","42,50","43,33","43,33",
16-06-2016,15 - 16,"30,08","40,93","40,93","40,93","40,93","40,93","40,93","40,93","26,75","26,75","26,75","40,93","40,93","25,26","40,93","42,10","42,10",
16-06-2016,16 - 17,"29,59","35,17","35,17","35,17","35,17","35,17","35,17","35,17","26,87","26,87","26,80","35,17","35,17","25,25","35,17","42,46","42,46",
16-06-2016,17 - 18,"29,45","34,49","34,49","34,49","34,49","34,49","34,49","34,49","26,74","26,74","26,69","34,49","34,49","25,29","34,49","42,08","42,08",
16-06-2016,18 - 19,"29,61","38,11","38,11","38,11","38,11","38,11","38,11","38,11","26,53","26,53","26,53","38,11","38,11","25,28","38,11","42,08","42,08",
16-06-2016,19 - 20,"29,50","36,07","36,07","36,07","36,07","36,07","35,20","36,07","27,06","27,06","26,36","36,07","36,07","25,28","36,07","42,21","42,21",
16-06-2016,20 - 21,"29,22","35,28","35,28","35,28","35,28","35,28","35,28","35,28","27,00","27,00","26,48","35,28","35,28","25,27","35,28","42,10","42,10",
16-06-2016,21 - 22,"28,52","33,02","33,02","33,02","33,02","33,02","33,02","33,02","26,99","26,99","26,61","33,02","33,02","25,25","33,02","42,00","42,00",
16-06-2016,22 - 23,"27,91","31,53","31,53","31,53","31,53","31,53","31,05","31,53","26,81","26,81","26,42","31,53","31,53","25,23","31,53","36,47","36,47",
16-06-2016,23 - 00,"26,77","29,72","29,72","29,72","29,72","29,72","26,62","29,72","26,59","26,59","26,21","29,72","29,72","25,17","29,72","30,24","30,24",
17-06-2016,00 - 01,"25,60","26,54","26,54","26,54","26,54","26,54","26,54","26,54","26,54","26,54","26,54","26,54","26,54","24,39","26,54","31,26","31,26",
17-06-2016,01 - 02,"24,89","25,05","25,05","25,05","25,05","25,05","25,05","25,05","25,05","25,05","25,05","25,05","25,05","24,34","25,05","27,07","27,07",
17-06-2016,02 - 03,"24,36","24,39","24,39","24,39","24,39","24,39","24,39","24,39","24,39","24,39","24,39","24,39","24,39","24,30","24,39","27,06","27,06",
17-06-2016,03 - 04,"24,11","24,11","24,11","24,11","24,11","24,11","24,11","24,11","24,11","24,11","24,11","24,11","24,11","24,11","24,11","27,04","27,04",
17-06-2016,04 - 05,"24,14","24,13","24,13","24,13","24,13","24,13","24,13","24,13","24,13","24,13","24,13","24,13","24,13","24,13","24,13","26,99","26,99",
17-06-2016,05 - 06,"25,31","28,75","28,75","28,75","28,75","28,75","23,80","28,75","24,99","24,99","24,99","28,75","28,75","24,31","28,75","30,22","30,22",
17-06-2016,06 - 07,"27,60","30,30","30,30","30,30","30,30","35,91","27,85","30,30","26,66","26,66","26,66","30,30","30,30","25,19","35,91","42,37","42,37",
17-06-2016,07 - 08,"29,91","36,17","36,17","36,17","36,17","43,93","36,17","36,17","26,89","26,89","26,89","36,17","36,17","25,24","43,93","43,93","43,93",
17-06-2016,08 - 09,"30,56","47,24","47,24","47,24","47,24","47,24","47,24","47,24","27,13","27,13","27,13","47,24","47,24","25,24","47,24","60,01","60,01",
17-06-2016,09 - 10,"30,67","48,63","48,63","48,63","48,63","48,63","48,63","48,63","27,08","27,08","27,08","48,63","48,63","25,23","48,63","50,04","50,04",
17-06-2016,10 - 11,"30,82","49,58","49,58","49,58","49,58","50,09","49,58","49,58","27,10","27,10","27,10","49,58","49,58","25,23","50,09","50,09","50,09",
17-06-2016,11 - 12,"30,70","48,91","48,91","48,91","48,91","48,91","48,91","48,91","27,04","27,04","27,04","48,91","48,91","25,21","48,91","48,91","48,91",
17-06-2016,12 - 13,"30,53","48,00","48,00","48,00","48,00","48,40","48,00","48,00","27,01","27,01","27,01","48,00","48,00","25,14","48,40","48,40","48,40",
17-06-2016,13 - 14,"30,22","43,56","43,56","43,56","43,56","43,56","43,56","43,56","26,94","26,94","26,94","43,56","43,56","25,11","43,56","43,56","43,56",
17-06-2016,14 - 15,"30,01","41,18","41,18","41,18","41,18","43,45","41,18","41,18","26,91","26,91","26,91","41,18","41,18","25,09","43,45","43,45","43,45",
17-06-2016,15 - 16,"28,72","36,71","36,71","36,71","36,71","39,99","36,71","36,71","26,70","26,70","26,70","36,71","36,71","25,06","39,99","42,38","42,38",
17-06-2016,16 - 17,"27,79","32,64","32,64","32,64","32,64","32,64","32,64","32,64","26,64","26,64","26,64","32,64","32,64","25,04","32,64","38,92","38,92",
17-06-2016,17 - 18,"27,29","31,32","31,32","31,32","31,32","31,32","26,55","31,32","26,55","26,55","26,55","31,32","31,32","24,54","31,32","33,30","33,30",
17-06-2016,18 - 19,"27,55","31,48","31,48","31,48","31,48","35,27","30,72","31,48","26,52","26,52","26,52","31,48","31,48","24,53","35,27","35,27","35,27",
17-06-2016,19 - 20,"27,92","32,94","32,94","32,94","32,94","37,39","32,15","32,94","26,82","26,82","26,82","32,94","32,94","24,52","37,39","37,39","37,39",
17-06-2016,20 - 21,"27,35","31,17","31,17","31,17","31,17","31,17","30,59","31,17","26,73","26,73","26,73","31,17","31,17","24,49","31,17","31,17","31,17",
17-06-2016,21 - 22,"26,79","28,85","28,85","28,85","28,85","28,85","28,16","28,85","26,71","26,71","26,71","28,85","28,85","24,43","28,85","28,85","28,85",
17-06-2016,22 - 23,"26,78","29,79","29,79","29,79","29,79","29,79","29,08","29,79","26,65","26,65","26,65","29,79","29,79","24,13","29,79","29,79","29,79",
17-06-2016,23 - 00,"25,60","26,71","26,71","26,71","26,71","26,71","26,07","26,71","26,07","26,07","26,07","26,71","26,71","24,09","26,71","28,02","28,02",
18-06-2016,00 - 01,"25,11","25,14","25,14","25,14","25,14","25,14","23,06","25,14","25,14","25,14","25,14","25,14","25,14","25,07","25,14","25,14","25,14",
18-06-2016,01 - 02,"24,29","24,29","24,29","24,29","24,29","24,29","22,45","24,29","24,29","24,29","24,29","24,29","24,29","24,29","24,29","24,29","24,29",
18-06-2016,02 - 03,"23,27","23,27","23,27","23,27","23,27","23,27","23,27","23,27","23,27","23,27","23,27","23,27","23,27","23,27","23,27","24,04","24,04",
18-06-2016,03 - 04,"22,46","22,46","22,46","22,46","22,46","22,46","22,46","22,46","22,46","22,46","22,46","22,46","22,46","22,46","22,46","22,59","22,59",
18-06-2016,04 - 05,"21,75","21,75","21,75","21,75","21,75","21,75","21,75","21,75","21,75","21,75","21,75","21,75","21,75","21,75","21,75","21,75","21,75",
18-06-2016,05 - 06,"21,68","21,68","21,68","21,68","21,68","21,68","21,68","21,68","21,68","21,68","21,68","21,68","21,68","21,68","21,68","21,68","21,68",
18-06-2016,06 - 07,"22,51","22,51","22,51","22,51","22,51","22,51","22,51","22,51","22,51","22,51","22,51","22,51","22,51","22,51","22,51","23,07","23,07",
18-06-2016,07 - 08,"23,36","23,36","23,36","23,36","23,36","23,36","23,36","23,36","23,36","23,36","23,36","23,36","23,36","23,36","23,36","23,36","23,36",
18-06-2016,08 - 09,"24,79","25,36","25,36","25,36","25,36","25,36","24,47","25,36","24,47","24,47","24,47","25,36","25,36","25,10","25,36","25,36","25,36",
18-06-2016,09 - 10,"25,11","26,37","26,37","26,37","26,37","26,37","24,78","26,37","24,78","24,78","24,78","26,37","26,37","25,22","26,37","26,37","26,37",
18-06-2016,10 - 11,"25,64","28,05","28,05","28,05","28,05","28,05","25,05","28,05","25,05","25,05","25,05","28,05","28,05","25,31","28,05","28,05","28,05",
18-06-2016,11 - 12,"25,58","27,82","27,82","27,82","27,82","27,82","23,38","27,82","25,04","25,04","25,04","27,82","27,82","25,32","27,82","27,82","27,82",
18-06-2016,12 - 13,"25,92","27,47","27,47","27,47","27,47","27,47","27,47","27,47","25,82","25,82","25,82","27,47","27,47","25,26","27,47","27,47","27,47",
18-06-2016,13 - 14,"25,71","26,77","26,77","26,77","26,77","26,77","26,77","26,77","25,71","25,71","25,71","26,77","26,77","25,21","26,77","26,77","26,77",
18-06-2016,14 - 15,"24,72","24,75","24,75","24,75","24,75","24,75","23,69","24,75","24,75","24,75","24,75","24,75","24,75","24,75","24,75","24,75","24,75",
18-06-2016,15 - 16,"24,49","24,52","24,52","24,52","24,52","24,52","24,52","24,52","24,52","24,52","24,52","24,52","24,52","24,52","24,52","24,52","24,52",
18-06-2016,16 - 17,"24,70","24,72","24,72","24,72","24,72","24,72","24,72","24,72","24,72","24,72","24,72","24,72","24,72","24,72","24,72","24,72","24,72",
18-06-2016,17 - 18,"25,13","25,17","25,17","25,17","25,17","25,17","23,38","25,17","25,17","25,17","25,17","25,17","25,17","25,09","25,17","25,17","25,17",
18-06-2016,18 - 19,"25,70","27,19","27,19","27,19","27,19","27,19","26,53","27,19","25,56","25,56","25,56","27,19","27,19","25,11","27,19","27,19","27,19",
18-06-2016,19 - 20,"26,34","27,28","27,28","27,28","27,28","27,28","27,28","27,28","26,47","26,47","26,47","27,28","27,28","25,12","27,28","27,28","27,28",
18-06-2016,20 - 21,"26,54","26,83","26,83","26,83","26,83","26,83","26,83","26,83","26,62","26,62","26,62","26,83","26,83","25,10","26,83","26,83","26,83",
18-06-2016,21 - 22,"26,51","26,97","26,97","26,97","26,97","26,97","26,97","26,97","26,57","26,57","26,57","26,97","26,97","25,05","26,97","26,97","26,97",
18-06-2016,22 - 23,"26,61","28,00","28,00","28,00","28,00","28,00","28,00","28,00","26,55","26,55","26,55","28,00","28,00","24,99","28,00","28,00","28,00",
18-06-2016,23 - 00,"25,16","25,08","25,08","25,08","25,08","25,08","24,48","25,08","25,08","25,08","25,08","25,08","25,08","24,93","25,08","25,09","25,09",
19-06-2016,00 - 01,"24,12","24,24","24,24","24,24","24,24","24,24","20,64","24,24","24,24","24,24","24,24","24,28","24,28","24,28","24,24","24,24","24,24",
19-06-2016,01 - 02,"22,11","22,14","22,14","22,14","22,14","22,14","15,16","22,14","22,14","22,14","22,14","22,14","22,14","22,14","22,14","23,08","23,08",
19-06-2016,02 - 03,"20,36","20,36","20,36","20,36","20,36","20,36","20,36","20,36","20,36","20,36","20,36","20,36","20,36","20,36","20,36","23,06","23,06",
19-06-2016,03 - 04,"19,09","19,09","19,09","19,09","19,09","19,09","19,09","19,09","19,09","19,09","19,09","19,09","19,09","19,09","19,09","23,04","23,04",
19-06-2016,04 - 05,"17,90","17,90","17,90","17,90","17,90","17,90","17,90","17,90","17,90","17,90","17,90","17,90","17,90","17,90","17,90","23,03","23,03",
19-06-2016,05 - 06,"18,57","18,57","18,57","18,57","18,57","18,57","18,57","18,57","18,57","18,57","18,57","18,57","18,57","18,57","18,57","23,06","23,06",
19-06-2016,06 - 07,"18,49","17,71","17,71","17,71","17,71","17,71","17,71","17,71","17,71","17,71","17,71","23,10","23,10","23,10","17,71","24,01","24,01",
19-06-2016,07 - 08,"20,62","20,12","20,12","20,12","20,12","20,12","20,12","20,12","20,12","20,12","20,12","22,72","22,72","22,72","20,12","20,12","20,12",
19-06-2016,08 - 09,"23,20","25,78","25,78","25,78","25,78","25,78","21,98","25,78","21,98","21,98","21,98","25,78","25,78","24,84","25,78","25,78","25,78",
19-06-2016,09 - 10,"24,71","27,53","27,53","27,53","27,53","27,53","23,32","27,53","23,32","23,32","23,32","27,53","27,53","24,89","27,53","42,00","42,00",
19-06-2016,10 - 11,"25,01","27,84","27,84","27,84","27,84","27,84","23,92","27,84","23,92","23,92","23,92","27,84","27,84","25,00","27,84","42,00","42,00",
19-06-2016,11 - 12,"25,22","28,49","28,49","28,49","28,49","28,49","23,79","28,49","23,79","23,79","23,79","28,49","28,49","25,01","28,49","41,96","41,96",
19-06-2016,12 - 13,"24,92","27,62","27,62","27,62","27,62","27,62","23,61","27,62","23,61","23,61","23,61","27,62","27,62","25,01","27,62","41,97","41,97",
19-06-2016,13 - 14,"24,78","27,37","27,37","27,37","27,37","27,37","23,32","27,37","23,32","23,32","23,32","27,37","27,37","25,03","27,37","41,99","41,99",
19-06-2016,14 - 15,"24,56","26,71","26,71","26,71","26,71","26,71","23,22","26,71","23,22","23,22","23,22","26,71","26,71","25,05","26,71","41,93","41,93",
19-06-2016,15 - 16,"24,48","26,59","26,59","26,59","26,59","26,59","23,13","26,59","23,13","23,13","23,13","26,59","26,59","25,05","26,59","26,59","26,59",
19-06-2016,16 - 17,"24,72","26,80","26,80","26,80","26,80","26,80","23,51","26,80","23,51","23,51","23,51","26,80","26,80","25,05","26,80","41,95","41,95",
19-06-2016,17 - 18,"25,12","27,07","27,07","27,07","27,07","27,07","24,33","27,07","24,33","24,33","24,33","27,07","27,07","25,04","27,07","39,00","39,00",
19-06-2016,18 - 19,"25,64","27,36","27,36","27,36","27,36","27,36","22,97","27,36","24,97","24,97","24,97","27,36","27,36","25,06","27,36","41,96","41,96",
19-06-2016,19 - 20,"26,30","27,61","27,61","27,61","27,61","27,61","26,95","27,61","26,05","26,05","26,05","27,61","27,61","25,08","27,61","27,61","27,61",
19-06-2016,20 - 21,"26,84","27,80","27,80","27,80","27,80","27,80","27,80","27,80","26,70","26,70","26,70","27,80","27,80","25,11","27,80","27,80","27,80",
19-06-2016,21 - 22,"27,32","29,88","29,88","29,88","29,88","29,88","29,88","29,88","26,82","26,82","26,82","29,88","29,88","25,12","29,88","29,88","29,88",
19-06-2016,22 - 23,"27,15","29,26","29,26","29,26","29,26","29,26","29,26","29,26","26,80","26,80","26,80","29,26","29,26","25,19","29,26","29,26","29,26",
19-06-2016,23 - 00,"26,76","27,81","27,81","27,81","27,81","27,81","27,14","27,81","26,75","26,75","26,75","27,81","27,81","25,12","27,81","27,81","27,81",
20-06-2016,00 - 01,"25,38","25,53","25,53","25,53","25,53","25,53","24,92","25,53","25,53","25,53","25,53","25,53","25,53","25,05","25,53","25,53","25,53",
20-06-2016,01 - 02,"23,82","23,92","23,92","23,92","23,92","23,92","21,60","23,92","23,92","23,92","23,92","23,92","23,92","23,92","23,92","24,04","24,04",
20-06-2016,02 - 03,"22,34","22,33","22,33","22,33","22,33","22,33","22,33","22,33","22,33","22,33","22,33","22,33","22,33","22,33","22,33","24,02","24,02",
20-06-2016,03 - 04,"22,46","22,44","22,44","22,44","22,44","22,44","22,44","22,44","22,44","22,44","22,44","22,44","22,44","22,44","22,44","22,44","22,44",
20-06-2016,04 - 05,"22,35","22,30","22,30","22,30","22,30","22,30","22,30","22,30","22,30","22,30","22,30","22,30","22,30","22,30","22,30","24,01","24,01",
20-06-2016,05 - 06,"25,03","28,12","28,12","28,12","28,12","28,12","19,99","28,12","23,64","23,64","23,64","28,12","28,12","25,19","28,12","42,10","42,10",
20-06-2016,06 - 07,"26,92","30,77","30,77","30,77","30,77","31,93","28,97","30,77","25,32","25,32","25,32","30,77","30,77","25,21","31,93","42,13","42,13",
20-06-2016,07 - 08,"30,02","35,27","35,27","35,27","35,27","35,46","30,41","35,27","27,11","27,11","25,02","35,27","35,27","25,53","35,46","42,19","42,19",
20-06-2016,08 - 09,"30,90","42,81","42,81","42,81","42,81","42,81","27,75","42,81","27,66","27,66","25,50","42,81","42,81","25,65","42,81","48,05","48,05",
20-06-2016,09 - 10,"30,68","42,81","42,81","42,81","42,81","42,81","27,38","42,81","27,38","27,38","25,52","42,81","42,81","25,67","42,81","48,08","48,08",
20-06-2016,10 - 11,"30,08","42,88","42,88","42,88","42,88","42,88","26,84","42,88","26,84","26,84","25,50","42,88","42,88","25,68","42,88","48,06","48,06",
20-06-2016,11 - 12,"29,90","42,83","42,83","42,83","42,83","42,83","26,95","42,83","26,65","26,65","25,47","42,83","42,83","25,68","42,83","48,04","48,04",
20-06-2016,12 - 13,"29,30","42,84","42,84","42,84","42,84","42,84","25,51","42,84","25,81","25,81","25,52","42,84","42,84","25,63","42,84","130,03","130,03",
20-06-2016,13 - 14,"28,54","39,92","39,92","39,92","39,92","39,92","25,24","39,92","25,24","25,24","25,24","39,92","39,92","25,65","39,92","130,01","130,01",
20-06-2016,14 - 15,"28,33","37,18","37,18","37,18","37,18","37,18","25,44","37,18","25,44","25,44","25,44","37,18","37,18","25,64","37,18","54,10","54,10",
20-06-2016,15 - 16,"28,43","36,08","36,08","36,08","36,08","36,08","25,49","36,08","25,49","25,49","25,45","36,08","36,08","25,63","36,08","54,04","54,04",
20-06-2016,16 - 17,"27,94","32,50","32,50","32,50","32,50","32,50","25,19","32,50","26,19","26,19","25,37","32,50","32,50","25,60","32,50","42,15","42,15",
20-06-2016,17 - 18,"28,07","31,86","31,86","31,86","31,86","31,86","27,74","31,86","26,74","26,74","25,25","31,86","31,86","25,57","31,86","42,15","42,15",
20-06-2016,18 - 19,"29,21","33,45","33,45","33,45","33,45","33,45","27,13","33,45","27,13","27,13","25,21","33,45","33,45","25,55","33,45","42,12","42,12",
20-06-2016,19 - 20,"29,85","34,81","34,81","34,81","34,81","34,81","27,56","34,81","26,99","26,99","26,11","34,81","34,81","25,54","34,81","42,17","42,17",
20-06-2016,20 - 21,"29,74","33,37","33,37","33,37","33,37","33,37","28,45","33,37","26,97","26,97","26,08","33,37","33,37","25,54","33,37","41,96","41,96",
20-06-2016,21 - 22,"28,68","31,76","31,76","31,76","31,76","31,76","30,44","31,76","26,96","26,96","26,03","31,76","31,76","25,53","31,76","40,09","40,09",
20-06-2016,22 - 23,"28,02","30,74","30,74","30,74","30,74","30,74","30,74","30,74","26,89","26,89","26,00","30,74","30,74","25,49","30,74","42,13","42,13",
20-06-2016,23 - 00,"26,04","27,07","27,07","27,07","27,07","27,07","25,38","27,07","26,47","26,47","25,89","27,07","27,07","25,40","27,07","27,07","27,07",
21-06-2016,00 - 01,"24,28","24,23","24,23","24,23","24,23","24,23","24,23","24,23","24,23","24,23","24,23","24,60","24,60","24,60","24,23","42,10","42,10",
21-06-2016,01 - 02,"23,37","23,37","23,37","23,37","23,37","23,37","23,37","23,37","23,37","23,37","23,37","23,53","23,53","23,53","23,37","24,10","24,10",
21-06-2016,02 - 03,"22,86","22,89","22,89","22,89","22,89","22,89","22,89","22,89","22,89","22,89","22,89","22,89","22,89","22,89","22,89","24,08","24,08",
21-06-2016,03 - 04,"21,74","21,75","21,75","21,75","21,75","21,75","21,75","21,75","21,75","21,75","21,75","21,75","21,75","21,75","21,75","24,06","24,06",
21-06-2016,04 - 05,"22,42","22,42","22,42","22,42","22,42","22,42","22,42","22,42","22,42","22,42","22,42","22,42","22,42","22,42","22,42","24,06","24,06",
21-06-2016,05 - 06,"24,80","25,14","25,14","25,14","25,14","25,14","23,93","25,14","24,45","24,45","24,45","25,14","25,14","25,14","25,14","25,14","25,14",
21-06-2016,06 - 07,"26,97","29,56","29,56","29,56","29,56","29,56","29,54","29,56","26,52","26,52","25,79","29,56","29,56","25,55","42,16","42,16","42,16",
21-06-2016,07 - 08,"29,55","38,73","38,73","38,73","38,73","38,73","38,73","38,73","26,72","26,72","25,36","38,73","38,73","25,50","48,00","48,00","48,00",
21-06-2016,08 - 09,"30,60","40,78","40,78","40,78","40,78","40,78","40,78","40,78","27,48","27,48","25,41","40,78","40,78","25,57","88,16","88,16","88,16",
