TIMESTAMP,U10,V10,U100,V100
20180121 13:00,-1.97637,2.54819,-2.15325,2.86806
20180121 14:00,-2.38952,2.2906,-2.68671,2.72277
20180121 15:00,-2.87506,2.125,-3.5294,2.94617
20180121 16:00,-3.60641,2.12251,-4.70337,3.59201
20180121 17:00,-4.02573,2.77733,-5.36145,4.66432
20180121 18:00,-4.66285,3.37332,-6.19337,5.49231
20180121 19:00,-4.14023,4.65802,-5.37699,6.79508
20180121 20:00,-3.7387,5.67738,-4.71297,7.94359
20180121 21:00,-3.50354,5.72521,-4.355,7.88858
20180121 22:00,-4.20764,5.79274,-5.23272,7.86783
20180121 23:00,-4.77109,6.59267,-5.96222,8.57409
20180122 00:00,-4.7301,7.26119,-5.94637,9.42964
20180122 01:00,-4.03427,7.722,-5.10217,10.1009
20180122 02:00,-4.22153,6.6022,-5.64874,9.74045
20180122 03:00,-5.07985,7.5415,-6.21375,9.98859
20180122 04:00,-5.34405,7.40636,-6.71176,9.69507
20180122 05:00,-5.30256,7.75366,-6.60553,10.1778
20180122 06:00,-5.61772,7.0401,-7.0983,9.3662
20180122 07:00,-5.97564,6.50991,-7.52676,8.58153
20180122 08:00,-6.10901,5.66876,-7.71169,7.57064
20180122 09:00,-6.29903,5.46841,-7.87748,7.2398
20180122 10:00,-5.92589,5.28628,-7.40707,6.99187
20180122 11:00,-6.0832,5.36352,-7.42462,6.76701
20180122 12:00,-5.93388,5.47611,-7.26549,6.90102
20180122 13:00,-5.40582,5.08261,-6.57767,6.31511
20180122 14:00,-4.85319,4.93955,-5.92009,6.11065
20180122 15:00,-3.97167,4.06694,-4.8716,5.14785
20180122 16:00,-4.21708,3.34468,-5.17667,4.31143
20180122 17:00,-3.86002,3.57254,-4.76239,4.51485
20180122 18:00,-3.72299,3.54349,-4.65137,4.61301
20180122 19:00,-4.03204,2.54574,-5.04908,3.6237
20180122 20:00,-3.94261,3.4381,-4.92337,4.48081
20180122 21:00,-3.6298,3.66473,-4.49821,4.82944
20180122 22:00,-3.31262,3.30617,-4.00193,4.33281
20180122 23:00,-3.97766,3.92194,-4.90075,5.09217
20180123 00:00,-3.10169,4.63777,-3.8494,5.80837
20180123 01:00,-3.70382,3.57739,-4.5125,4.63228
20180123 02:00,-3.65951,4.18266,-4.44799,5.34302
20180123 03:00,-3.79451,4.37167,-4.66742,5.70292
20180123 04:00,-3.48001,5.0907,-4.40885,7.2258
20180123 05:00,-2.80283,5.43178,-3.4248,8.06308
20180123 06:00,-2.93058,5.91234,-3.38165,8.7448
20180123 07:00,-2.61234,6.00368,-2.95149,9.17541
20180123 08:00,-2.09308,6.30163,-1.89091,9.96698
20180123 09:00,-0.642473,6.44833,0.748798,9.4752
20180123 10:00,0.687593,6.25671,2.37204,8.81496
20180123 11:00,1.87153,6.99869,3.65459,9.99679
20180123 12:00,2.27244,7.27579,4.02423,10.401
20180123 13:00,2.31802,8.50519,4.01194,12.1234
20180123 14:00,1.95769,9.30111,3.47935,13.0223
20180123 15:00,1.91387,9.81564,3.50333,13.8066
20180123 16:00,1.24491,10.9055,2.49221,15.3831
20180123 17:00,1.24448,11.2473,2.58831,15.8946
20180123 18:00,3.15905,11.1954,5.33892,15.7797
20180123 19:00,5.19761,9.83199,8.24857,13.6965
20180123 20:00,5.22142,9.29106,8.43668,12.805
20180123 21:00,7.48774,8.49865,11.3812,11.5625
20180123 22:00,9.04906,6.53117,13.6124,8.59713
20180123 23:00,10.4118,5.28123,15.2827,6.97627
20180124 00:00,9.8344,4.45095,14.5225,5.698
20180124 01:00,10.2317,4.59033,15.0639,5.90515
20180124 02:00,10.7484,3.67525,15.6946,4.66218
20180124 03:00,9.28283,3.03631,13.7966,3.68244
20180124 04:00,7.57252,3.38422,11.6936,4.20937
20180124 05:00,4.51839,5.62341,7.93797,7.55632
20180124 06:00,3.01685,7.83169,5.79219,10.9669
20180124 07:00,4.25759,9.73567,7.01015,13.6781
20180124 08:00,3.63279,11.2905,6.09643,15.8445
20180124 09:00,3.92447,11.8504,6.68391,16.7875
20180124 10:00,6.41093,13.2533,9.93314,18.6183
20180124 11:00,6.86415,13.5229,10.534,19.2751
20180124 12:00,7.43911,12.8846,11.3342,18.3511
20180124 13:00,7.72604,12.7521,11.7844,18.0936
20180124 14:00,7.94381,13.0577,12.0915,18.4225
20180124 15:00,9.37662,12.1717,13.901,17.2916
20180124 16:00,10.7382,8.60862,15.7707,11.9178
20180124 17:00,10.3748,6.70039,14.8995,8.96549
20180124 18:00,10.239,6.91726,14.7296,9.16885
20180124 19:00,9.4626,8.39161,13.7014,11.2414
20180124 20:00,9.93524,8.62187,14.2463,11.6159
20180124 21:00,10.7274,7.55654,15.2685,10.1762
20180124 22:00,10.4004,7.03923,14.8616,9.34142
20180124 23:00,9.60389,6.95316,13.7753,9.06033
20180125 00:00,9.47868,7.17239,13.608,9.40225
20180125 01:00,9.64838,6.19913,13.8438,8.08362
20180125 02:00,9.10393,6.59057,13.1362,8.61336
20180125 03:00,8.65404,6.49697,12.5747,8.53155
20180125 04:00,9.04541,5.96471,13.0348,7.81119
20180125 05:00,9.16109,5.44091,13.1755,7.07688
20180125 06:00,8.88569,5.50672,12.7994,7.17336
20180125 07:00,8.40933,5.50178,12.188,7.2127
20180125 08:00,7.6445,5.21983,11.2039,6.86526
20180125 09:00,7.05163,5.50045,10.3794,7.19068
20180125 10:00,6.19664,5.30309,9.51269,7.0415
20180125 11:00,5.97918,5.37191,8.91379,6.94901
20180125 12:00,5.5546,5.78062,8.27283,7.58052
20180125 13:00,5.02373,6.01871,7.58669,7.97082
20180125 14:00,4.38072,5.95507,7.01735,8.13548
20180125 15:00,4.17671,5.93057,6.60981,7.92925
20180125 16:00,3.63398,5.6033,6.00442,7.58203
20180125 17:00,4.14842,5.45714,6.55537,7.37991
20180125 18:00,5.02684,4.4191,7.63762,6.05287
20180125 19:00,4.27793,4.47056,6.80699,6.04789
20180125 20:00,4.39657,4.79413,6.89704,6.54634
20180125 21:00,4.2588,4.17883,6.77102,5.58809
20180125 22:00,3.74688,4.04675,6.18871,5.36196
20180125 23:00,3.38275,3.98231,5.81022,5.30832
20180126 00:00,2.96659,4.03315,5.28659,5.45959
20180126 01:00,2.59198,4.08683,4.9075,5.70302
20180126 02:00,2.73767,3.76689,5.08185,5.22556
20180126 03:00,2.1317,3.49555,4.27839,4.80653
20180126 04:00,1.70325,3.53849,3.73877,4.83906
20180126 05:00,1.65665,3.438,3.61305,4.7404
20180126 06:00,1.78997,3.49995,3.80846,4.88397
20180126 07:00,1.93189,3.17276,4.08397,4.2181
20180126 08:00,1.65517,3.23623,3.75734,4.18925
20180126 09:00,1.87028,3.01223,3.91645,3.76941
20180126 10:00,2.5541,2.30178,4.14662,2.67269
20180126 11:00,2.66983,1.71677,4.20939,1.73811
20180126 12:00,2.67796,1.42184,4.08985,1.32768
20180126 13:00,2.36032,0.927494,3.59212,0.56201
20180126 14:00,2.07927,1.09529,3.11422,0.461075
20180126 15:00,1.69615,1.42784,2.64137,0.710659
20180126 16:00,1.78933,1.23921,2.78564,0.591333
20180126 17:00,1.87412,1.01553,2.72125,0.384012
20180126 18:00,2.10508,0.415895,2.88104,-0.103533
20180126 19:00,1.89589,0.786668,2.63676,0.252433
20180126 20:00,1.759,1.27025,2.58568,0.798842
20180126 21:00,2.20066,1.29106,3.36627,0.597948
20180126 22:00,2.30155,1.44418,3.79508,0.521595
20180126 23:00,2.38788,1.38193,4.01643,0.494323
20180127 00:00,2.5813,1.01878,4.26035,0.113902
20180127 01:00,2.44811,0.228784,3.21471,-0.94617
20180127 02:00,2.54143,0.378176,3.25785,-0.535638
20180127 03:00,2.42191,0.71733,3.20522,-0.0879098
20180127 04:00,2.44832,1.23573,3.59083,0.692046
20180127 05:00,2.39481,1.83212,4.10236,1.75853
20180127 06:00,2.1859,2.3879,4.21109,2.66487
20180127 07:00,1.98898,3.24093,4.01175,4.00101
20180127 08:00,1.89071,3.99113,3.81275,5.41535
20180127 09:00,1.49118,5.16047,3.19532,7.06174
20180127 10:00,2.08901,6.75116,3.45139,9.10541
20180127 11:00,2.56742,7.23173,4.13944,9.89649
20180127 12:00,3.24643,7.90264,4.89086,10.5687
20180127 13:00,3.14464,8.38731,4.99656,11.6113
20180127 14:00,3.26008,9.12125,5.02462,12.4805
20180127 15:00,2.98265,9.96726,4.8,13.6178
20180127 16:00,3.97515,10.9987,6.09664,15.0425
20180127 17:00,4.97092,11.6567,7.41708,15.9276
20180127 18:00,4.80346,13.5419,7.3598,18.439
20180127 19:00,6.31143,13.7788,9.45971,18.9776
20180127 20:00,7.579,12.2267,11.2574,16.9718
20180127 21:00,9.53873,10.0443,14.056,13.872
20180127 22:00,12.4285,6.73587,17.9601,8.96486
20180127 23:00,13.0781,-0.285671,18.2502,-1.00068
20180128 00:00,12.1871,-1.68968,17.0014,-2.8433
20180128 01:00,12.1315,0.0960183,17.0363,-0.341849
20180128 02:00,12.0818,-0.223898,16.8771,-0.928747
20180128 03:00,11.8096,-0.52904,16.5348,-1.3816
20180128 04:00,12.2914,-0.0763949,17.2133,-0.643442
20180128 05:00,12.5029,0.996896,17.509,0.774691
20180128 06:00,12.7914,0.746113,17.8729,0.445333
20180128 07:00,12.6376,0.489744,17.6816,0.0920634
20180128 08:00,12.3365,0.460561,17.3073,0.038842
20180128 09:00,12.4083,0.650348,17.3212,0.35048
20180128 10:00,12.7057,0.519151,17.644,0.230077
20180128 11:00,11.7363,0.192191,16.9619,-0.292332
20180128 12:00,11.2678,0.385847,16.1541,-0.0415691
20180128 13:00,10.6203,0.877071,15.2917,0.603517
20180128 14:00,10.3308,0.82298,14.5414,0.646577
20180128 15:00,9.34669,1.07266,13.2582,0.913493
20180128 16:00,8.05208,1.83832,11.6505,2.01102
20180128 17:00,6.85065,1.86883,10.2339,2.05865
20180128 18:00,6.10928,1.36546,9.34505,1.20137
20180128 19:00,5.44459,1.56681,8.44312,1.19501
20180128 20:00,5.80716,1.87368,8.93005,1.67543
20180128 21:00,6.06731,2.51572,9.46904,2.7632
20180128 22:00,5.67929,3.01174,9.05211,3.65378
20180128 23:00,8.22472,4.0855,12.531,5.28882
20180129 00:00,10.7728,4.58732,15.8133,5.84498
20180129 01:00,10.7453,4.98067,15.9978,6.48557
20180129 02:00,10.7253,4.91343,15.9402,6.46551
20180129 03:00,10.4999,5.49083,15.5116,7.27611
20180129 04:00,10.9794,6.09556,16.0738,7.94943
20180129 05:00,11.2689,6.41709,16.4183,8.34319
20180129 06:00,12.1004,5.90551,17.6505,7.61413
20180129 07:00,13.2109,4.67674,19.0943,5.97329
20180129 08:00,13.5903,2.95783,19.5521,3.45032
20180129 09:00,12.7324,1.1856,18.121,1.16043
20180129 10:00,10.6632,-2.22724,14.9074,-3.7668
20180129 11:00,9.54165,-3.20675,13.2585,-4.99497
20180129 12:00,9.64418,-3.26255,13.2013,-5.0725
20180129 13:00,9.28081,-2.64045,12.7281,-4.18814
20180129 14:00,9.67129,-3.12007,13.2222,-4.7939
20180129 15:00,9.46836,-3.61859,12.7784,-5.49959
20180129 16:00,9.68464,-4.95023,13.0998,-7.13606
20180129 17:00,10.2017,-5.16235,13.7366,-7.35914
20180129 18:00,10.746,-5.54987,14.4204,-7.87309
20180129 19:00,10.2442,-5.60191,13.7834,-7.94373
20180129 20:00,10.902,-5.92124,14.6712,-8.36507
20180129 21:00,11.3935,-5.89524,15.3467,-8.31911
20180129 22:00,11.778,-5.94524,15.8344,-8.38232
20180129 23:00,12.1014,-5.64228,16.2725,-8.01455
20180130 00:00,11.6906,-5.57289,15.7797,-7.98684
20180130 01:00,10.894,-5.2849,14.6372,-7.45239
20180130 02:00,10.7336,-4.78036,14.3889,-6.80894
20180130 03:00,10.2475,-4.68754,13.7777,-6.68385
20180130 04:00,9.84371,-4.44216,13.2346,-6.36024
20180130 05:00,9.79432,-4.2365,13.1479,-6.04466
20180130 06:00,9.46417,-3.85801,12.7401,-5.58267
20180130 07:00,9.26487,-3.75994,12.4839,-5.42721
20180130 08:00,8.75274,-2.43358,11.8331,-3.67447
20180130 09:00,8.79243,-2.17777,11.884,-3.29499
20180130 10:00,8.27134,-2.04954,11.2181,-3.13327
20180130 11:00,8.05142,-1.47812,10.8618,-2.39791
20180130 12:00,7.75238,0.242213,10.545,-0.119016
20180130 13:00,7.64799,1.16936,10.5204,1.15107
20180130 14:00,7.85866,1.6884,11.227,1.88964
20180130 15:00,7.67542,2.11039,10.7622,2.41675
20180130 16:00,7.80651,2.53255,10.9314,3.0319
20180130 17:00,7.10764,2.47101,10.0827,3.05311
20180130 18:00,6.88647,2.99578,9.78218,3.75311
20180130 19:00,6.79882,4.36092,9.65029,5.65445
20180130 20:00,6.02087,5.23608,8.66939,6.90657
20180130 21:00,6.43683,5.76368,9.1468,7.63024
20180130 22:00,5.71615,6.34371,8.25542,8.38705
20180130 23:00,5.90757,6.73334,8.46476,8.94631
20180131 00:00,5.19194,7.24819,7.39954,9.74968
20180131 01:00,4.25971,8.36652,6.26848,11.272
20180131 02:00,3.09949,9.45986,4.69093,12.7775
20180131 03:00,2.25609,9.91607,3.57334,13.4431
20180131 04:00,1.34502,10.343,2.3852,14.0068
20180131 05:00,-0.230226,9.99263,0.349091,13.8418
20180131 06:00,-1.32526,9.99765,-0.543949,15.6794
20180131 07:00,-1.22547,9.91992,-0.975774,15.5021
20180131 08:00,0.716314,10.7732,1.71794,15.0992
20180131 09:00,9.18759,7.49752,13.1915,9.73161
20180131 10:00,8.69388,5.02061,12.0699,6.55905
20180131 11:00,8.64024,5.81731,12.2794,7.5745
20180131 12:00,7.73734,5.2925,11.0278,6.9009
20180131 13:00,7.70508,5.92476,10.9672,7.68437
20180131 14:00,8.79298,4.85569,12.0441,6.31702
20180131 15:00,9.40468,2.68923,12.7274,3.36174
20180131 16:00,8.084,2.28743,10.9966,2.71085
20180131 17:00,8.80327,2.33465,11.6494,2.84368
20180131 18:00,9.69765,2.06852,12.6846,2.53094
20180131 19:00,8.91905,2.95705,11.4934,3.58165
20180131 20:00,8.82865,2.5615,11.8552,3.15941
20180131 21:00,8.83076,2.75305,11.922,3.47869
20180131 22:00,9.27448,3.72753,12.4579,4.71668
20180131 23:00,9.99327,2.85061,13.008,3.58924
20180201 00:00,9.8385,3.62156,12.6519,4.43455
