TIMESTAMP,U10,V10,U100,V100
20180320 04:00,-1.1123,-7.63847,-1.75452,-11.2451
20180320 05:00,-1.55191,-7.56879,-2.45051,-11.0441
20180320 06:00,-1.56781,-7.13056,-2.46996,-10.5188
20180320 07:00,-1.61718,-6.53108,-2.44058,-9.68325
20180320 08:00,-1.22813,-6.06355,-2.1494,-8.53949
20180320 09:00,-0.650073,-5.77301,-1.66777,-7.87514
20180320 10:00,-0.0654097,-5.6063,-1.17738,-7.40519
20180320 11:00,1.22102,-4.81209,0.264091,-6.50483
20180320 12:00,2.73633,-4.53041,2.19841,-6.33162
20180320 13:00,3.39047,-4.4121,3.37331,-6.40392
20180320 14:00,3.61826,-3.79192,4.0348,-5.71224
20180320 15:00,3.77988,-3.4425,4.55157,-5.43243
20180320 16:00,3.67403,-3.18934,4.96885,-5.27902
20180320 17:00,3.2944,-3.18494,4.60364,-5.2459
20180320 18:00,3.07651,-3.4338,4.43077,-5.7535
20180320 19:00,2.65477,-3.13057,3.87366,-5.34067
20180320 20:00,2.45979,-2.92265,3.566,-5.10009
20180320 21:00,2.66697,-2.85333,3.69076,-5.04039
20180320 22:00,3.06214,-2.69944,4.18805,-4.8875
20180320 23:00,3.49895,-3.16672,4.84907,-5.51412
20180321 00:00,4.07096,-3.39529,5.75757,-5.62803
20180321 01:00,4.41469,-1.06359,6.6047,-2.61217
20180321 02:00,5.10836,-0.319324,7.73285,-1.63335
20180321 03:00,5.61996,-0.267446,8.53059,-1.40349
20180321 04:00,6.03069,0.047397,9.00324,-0.892965
20180321 05:00,6.09786,-0.469167,8.79783,-1.86096
20180321 06:00,5.91462,-2.19905,8.24021,-4.11786
20180321 07:00,5.94098,-1.65879,8.34592,-3.3226
20180321 08:00,6.49249,-1.93447,9.10856,-3.68142
20180321 09:00,6.25163,-1.87174,8.65411,-3.38601
20180321 10:00,6.38236,-1.78594,8.75871,-3.23208
20180321 11:00,6.59074,-1.63831,9.0306,-3.04436
20180321 12:00,6.87238,-1.27711,9.45627,-2.5337
20180321 13:00,6.76082,-0.742548,9.4066,-1.69153
20180321 14:00,6.91873,-0.304753,9.74504,-1.01317
20180321 15:00,6.5898,0.522787,9.41466,0.168206
20180321 16:00,6.53364,1.94789,9.66598,2.18594
20180321 17:00,7.00581,3.43752,10.305,4.34356
20180321 18:00,7.46677,3.52111,10.871,4.49481
20180321 19:00,7.49367,3.15189,10.8442,3.92794
20180321 20:00,8.0193,3.59057,11.5294,4.53395
20180321 21:00,8.90422,3.41261,12.7871,4.2669
20180321 22:00,8.90616,4.39332,12.9324,5.65735
20180321 23:00,9.35833,4.55811,13.6602,5.8339
20180322 00:00,8.9268,4.51351,13.2863,5.65532
20180322 01:00,9.88616,3.69846,14.5216,4.25238
20180322 02:00,10.4459,-0.77423,14.909,-2.17827
20180322 03:00,9.30547,-3.73303,13.1525,-6.17057
20180322 04:00,7.90501,-4.88116,10.8593,-7.90545
20180322 05:00,7.14599,-5.45017,9.86904,-8.61253
20180322 06:00,5.06129,-6.67043,6.72103,-10.2249
20180322 07:00,3.26448,-6.79516,3.91391,-10.0574
20180322 08:00,2.65972,-5.83334,3.001,-8.81976
20180322 09:00,2.02752,-4.722,1.96856,-7.00388
20180322 10:00,2.91655,-3.96101,3.21147,-6.00075
20180322 11:00,3.69716,-4.53604,4.53096,-6.86063
20180322 12:00,4.23595,-5.0932,5.28843,-7.70501
20180322 13:00,3.61796,-5.1348,4.39693,-7.73259
20180322 14:00,3.34431,-4.11255,3.78307,-6.39003
20180322 15:00,3.52785,-3.76152,4.08276,-6.0767
20180322 16:00,3.01876,-3.5315,3.61378,-5.84441
20180322 17:00,3.01377,-2.4451,3.66063,-4.85822
20180322 18:00,3.22322,-1.69661,3.8817,-3.78551
20180322 19:00,3.70926,-1.13566,4.88654,-2.91198
20180322 20:00,3.65611,-1.08558,4.97399,-2.74244
20180322 21:00,2.96621,-0.513112,3.97569,-1.97592
20180322 22:00,2.99531,0.41647,3.84258,-0.640559
20180322 23:00,3.0398,1.16123,4.4545,0.707789
20180323 00:00,2.4408,1.84906,4.3702,1.75798
20180323 01:00,1.34142,1.75474,2.3347,1.04275
20180323 02:00,0.323386,2.41922,1.041,2.35719
20180323 03:00,-0.524342,3.08389,-0.00797039,3.92286
20180323 04:00,-1.17976,3.69521,-0.837811,5.30464
20180323 05:00,-1.54614,4.43994,-1.70752,6.84788
20180323 06:00,-1.46489,4.84325,-1.53998,7.61928
20180323 07:00,-1.80644,4.9457,-1.55025,7.64294
20180323 08:00,-1.64484,5.09685,-1.07709,7.50943
20180323 09:00,-1.52514,5.35126,-1.07088,7.93147
20180323 10:00,-1.88109,6.00128,-1.85005,8.95275
20180323 11:00,-1.61004,6.6586,-1.6689,9.66981
20180323 12:00,-0.876107,6.87425,-0.473317,9.98313
20180323 13:00,-0.831542,6.81174,-0.255964,9.81333
20180323 14:00,-0.784647,6.66445,-0.11764,9.58787
20180323 15:00,-0.566899,6.84386,0.0647845,9.59398
20180323 16:00,-0.748538,6.67993,-0.013878,9.56532
20180323 17:00,-1.63089,6.7681,-1.24234,10.3098
20180323 18:00,-1.66381,7.09801,-1.52697,10.8283
20180323 19:00,-0.714314,7.12679,-0.228296,10.7826
20180323 20:00,0.144534,6.72094,1.04489,10.1419
20180323 21:00,0.532472,6.66891,1.85456,9.8743
20180323 22:00,0.486571,6.44465,2.05759,9.47834
20180323 23:00,0.298097,6.06176,1.84162,9.02057
20180324 00:00,0.115336,5.47641,1.45613,8.31703
20180324 01:00,-0.0116876,5.5122,1.0418,8.55136
20180324 02:00,0.192245,5.32924,1.20266,8.21867
20180324 03:00,0.165313,5.20671,1.19767,7.98837
20180324 04:00,0.395704,5.17556,1.53725,7.98081
20180324 05:00,0.555248,4.7339,1.7325,7.32067
20180324 06:00,0.502006,4.56068,1.67707,6.93864
20180324 07:00,0.13251,4.83077,1.28704,7.25478
20180324 08:00,0.364542,4.75764,1.42825,7.09007
20180324 09:00,0.848427,4.47315,1.86691,6.5519
20180324 10:00,1.20789,4.19168,2.16934,6.0276
20180324 11:00,1.69173,3.82609,2.67767,5.42211
20180324 12:00,1.81292,3.51732,2.90346,4.79436
20180324 13:00,1.57523,3.47419,2.58802,4.48823
20180324 14:00,1.25815,3.38523,2.16391,4.27919
20180324 15:00,0.613943,3.35875,1.4662,4.16502
20180324 16:00,0.519136,3.30263,1.36566,4.19971
20180324 17:00,0.333124,3.23423,1.47172,4.36938
20180324 18:00,0.222918,3.23644,1.64006,4.61725
20180324 19:00,0.329921,3.31636,1.85225,4.81802
20180324 20:00,0.843888,3.19168,2.42593,4.70729
20180324 21:00,1.61263,2.77725,3.57788,4.06895
20180324 22:00,1.79317,2.60496,4.00576,3.6773
20180324 23:00,1.82735,2.45736,4.15499,3.36491
20180325 00:00,1.95547,2.47185,4.2934,3.17879
20180325 01:00,0.659719,2.88457,2.5613,3.25573
20180325 02:00,1.06477,2.40949,2.84075,2.96103
20180325 03:00,1.61412,1.71337,3.45148,2.16131
20180325 04:00,1.62689,1.73159,3.50405,2.05004
20180325 05:00,1.81919,1.67257,3.76014,1.9515
20180325 06:00,2.13062,1.34085,4.02128,1.41939
20180325 07:00,2.21255,1.14862,3.9846,0.906079
20180325 08:00,2.08953,1.32213,3.47589,1.05909
20180325 09:00,2.29094,1.49568,3.1539,1.33659
20180325 10:00,2.45712,1.42643,3.345,1.39573
20180325 11:00,2.66964,1.12761,3.71475,1.11633
20180325 12:00,3.03246,0.633907,4.27467,0.454336
20180325 13:00,2.78385,0.108476,3.99921,-0.328483
20180325 14:00,2.32343,-0.226454,3.31891,-0.636407
20180325 15:00,1.99965,-0.652097,2.89257,-1.15384
20180325 16:00,1.66812,-0.594908,2.54223,-1.20224
20180325 17:00,2.12195,-1.04589,3.12855,-1.71489
20180325 18:00,2.49137,-1.72106,3.95763,-2.33871
20180325 19:00,3.27203,-2.23077,3.90071,-2.47999
20180325 20:00,3.2619,-1.72597,3.67574,-1.96867
20180325 21:00,3.30914,-1.39819,4.03764,-1.86503
20180325 22:00,3.15881,-0.875334,4.32543,-1.71021
20180325 23:00,3.10925,-0.415225,4.26556,-1.48876
20180326 00:00,3.43292,-0.504626,4.81147,-1.68501
20180326 01:00,3.14622,-1.56108,4.08689,-2.37501
20180326 02:00,2.73143,-1.36141,3.76819,-2.49684
20180326 03:00,2.58173,-0.00185108,3.81463,-1.30592
20180326 04:00,3.17926,1.00552,4.89021,-0.346395
20180326 05:00,3.7752,0.677966,5.36726,-0.795394
20180326 06:00,3.91293,0.53521,5.60107,-0.879094
20180326 07:00,4.19585,0.514048,6.3323,-0.475823
20180326 08:00,4.58074,0.0607529,6.31975,-0.78877
20180326 09:00,4.55431,-0.409061,6.0865,-1.42243
20180326 10:00,4.31562,-0.664916,5.70999,-1.73679
20180326 11:00,4.41643,-1.06285,5.90677,-2.29579
20180326 12:00,4.38646,-1.52632,5.85836,-2.92211
20180326 13:00,4.2076,-1.72716,5.58149,-3.18147
20180326 14:00,4.02569,-1.77376,5.31203,-3.27917
20180326 15:00,3.80627,-1.61861,5.031,-3.18513
20180326 16:00,3.4698,-1.49899,4.59131,-3.05719
20180326 17:00,2.96659,-1.35396,4.10407,-3.12308
20180326 18:00,2.50157,-1.27301,3.4698,-3.03395
20180326 19:00,2.23032,-1.09509,2.82247,-2.65913
20180326 20:00,2.2855,-0.840522,2.69224,-2.29132
20180326 21:00,2.4898,-0.58307,2.77185,-1.81098
20180326 22:00,2.56571,-0.542759,2.9106,-1.58679
20180326 23:00,2.30172,-0.717956,2.70616,-1.62211
20180327 00:00,1.54733,-0.90421,1.93007,-1.71649
20180327 01:00,0.158411,0.906111,0.873618,0.355043
20180327 02:00,-0.112857,1.49461,0.355016,1.12836
20180327 03:00,-0.294152,1.95665,-0.135085,1.85345
20180327 04:00,-0.785686,1.94017,-0.83984,1.87765
20180327 05:00,-1.93624,1.96698,-2.01067,1.81903
20180327 06:00,-2.46267,2.05613,-3.00058,2.22612
20180327 07:00,-2.46987,2.66176,-2.9681,3.03933
20180327 08:00,-2.39011,2.9497,-2.84475,3.32915
20180327 09:00,-3.29013,3.01044,-3.48451,2.96074
20180327 10:00,-2.8818,3.02631,-3.35445,3.19356
20180327 11:00,-2.83001,3.16755,-3.73847,3.55871
20180327 12:00,-2.02893,3.71629,-3.05271,4.2116
20180327 13:00,-1.57381,2.62191,-2.88574,3.26535
20180327 14:00,-1.52319,1.70721,-2.88321,2.273
20180327 15:00,-0.650705,1.7088,-1.75392,2.5699
20180327 16:00,-0.442492,0.635334,-1.29817,2.12533
20180327 17:00,-3.45936,-0.502646,-4.85657,0.789846
20180327 18:00,-5.97726,-0.292312,-8.71881,0.437172
20180327 19:00,-6.25476,0.758411,-9.10616,1.51873
20180327 20:00,-6.45357,0.772719,-9.36033,1.64786
20180327 21:00,-6.55914,0.696556,-9.40967,1.53538
20180327 22:00,-6.54025,-0.142381,-9.4309,0.415563
20180327 23:00,-6.25073,-0.53538,-9.71614,-0.0136385
20180328 00:00,-6.54907,-0.470522,-10.1443,0.117685
20180328 01:00,-7.40825,-0.253615,-11.7529,0.273371
20180328 02:00,-7.5477,-0.0930899,-11.8235,0.573856
20180328 03:00,-7.80015,0.221139,-12.0397,0.8827
20180328 04:00,-8.30687,0.633314,-12.4019,1.56459
20180328 05:00,-8.78528,0.891371,-12.4106,1.72766
20180328 06:00,-9.06488,1.03289,-12.3464,1.6973
20180328 07:00,-9.56744,1.43704,-12.7532,2.13226
20180328 08:00,-10.3297,2.26323,-13.4105,3.03989
20180328 09:00,-10.5053,2.14426,-13.7155,2.79004
20180328 10:00,-10.2932,2.24084,-13.476,3.03669
20180328 11:00,-10.156,3.05827,-13.47,4.07269
20180328 12:00,-10.3404,3.50218,-13.8409,4.71006
20180328 13:00,-10.2118,3.67885,-13.8703,5.19454
20180328 14:00,-10.3652,3.05729,-14.2773,4.51876
20180328 15:00,-11.0011,4.37426,-15.1095,6.18086
20180328 16:00,-10.3857,3.85458,-14.294,5.4289
20180328 17:00,-10.1544,2.5093,-14.1711,3.80495
20180328 18:00,-8.895,1.3742,-13.8946,2.93123
20180328 19:00,-9.15563,1.2684,-14.1724,2.81093
20180328 20:00,-9.14548,0.703417,-14.0874,1.93421
20180328 21:00,-9.17586,0.357337,-13.9739,1.34671
20180328 22:00,-8.77563,-0.0364374,-13.4617,0.802013
20180328 23:00,-8.46881,-0.331043,-12.8856,0.337245
20180329 00:00,-8.29505,-0.47387,-12.4516,-0.00314045
20180329 01:00,-7.06624,-1.27488,-10.0357,-1.26223
20180329 02:00,-6.63964,-1.06434,-9.48821,-0.992802
20180329 03:00,-6.83939,-1.0795,-9.64738,-1.01605
20180329 04:00,-6.63859,-1.14259,-9.33055,-1.12083
20180329 05:00,-6.22377,-1.50793,-8.78493,-1.60563
20180329 06:00,-5.92709,-1.58351,-8.34165,-1.72991
20180329 07:00,-5.44434,-1.92355,-8.27465,-2.16853
20180329 08:00,-6.79683,-1.95123,-9.2471,-2.21671
20180329 09:00,-8.59468,-0.966568,-11.27,-1.22474
20180329 10:00,-7.82623,-1.03915,-10.4058,-1.29028
20180329 11:00,-7.74353,-0.633619,-10.4375,-0.737704
20180329 12:00,-6.76123,-0.252696,-9.47335,-0.178051
20180329 13:00,-6.103,-0.163727,-8.77597,-0.0673323
20180329 14:00,-6.16253,-0.401721,-8.66003,-0.422683
20180329 15:00,-6.09007,-1.10543,-8.35343,-1.40269
20180329 16:00,-5.89783,-1.18183,-7.87434,-1.34708
20180329 17:00,-5.53968,-1.16067,-7.64775,-1.35615
20180329 18:00,-5.83552,-0.967458,-8.19202,-1.12032
20180329 19:00,-5.50544,-0.966787,-7.9161,-1.14017
20180329 20:00,-5.29491,-0.830581,-7.71188,-1.08156
20180329 21:00,-4.75949,-0.745929,-6.81611,-0.965293
20180329 22:00,-4.20961,-0.558512,-6.22607,-0.643007
20180329 23:00,-3.74034,-0.697276,-5.79043,-0.687332
20180330 00:00,-3.77055,-0.889997,-5.97731,-0.946028
20180330 01:00,-4.12568,-0.0749569,-6.49988,0.281479
20180330 02:00,-3.94095,0.258099,-6.12031,0.805354
20180330 03:00,-4.33191,-0.189739,-6.55049,0.529216
20180330 04:00,-4.43148,-0.307438,-6.84952,0.239323
20180330 05:00,-4.62923,-0.316336,-7.04529,0.245314
20180330 06:00,-4.42196,0.271685,-6.61954,0.923553
20180330 07:00,-4.85236,0.120807,-6.56803,0.828368
20180330 08:00,-5.46567,0.206582,-6.86017,0.474947
20180330 09:00,-5.13721,0.435893,-6.38386,0.56126
20180330 10:00,-5.34722,0.994792,-6.81535,1.21415
20180330 11:00,-5.10084,2.19327,-6.56305,2.61638
20180330 12:00,-5.15086,2.69003,-6.66224,3.21121
20180330 13:00,-4.93129,2.45412,-6.67565,2.95775
20180330 14:00,-5.25814,1.65539,-7.21313,1.91876
20180330 15:00,-5.74419,0.352013,-7.75019,0.502753
20180330 16:00,-6.35145,0.0466243,-8.61676,0.255234
20180330 17:00,-6.02897,0.223824,-8.58494,0.538076
20180330 18:00,-6.82183,0.285974,-9.92428,0.711121
20180330 19:00,-6.14152,0.368829,-9.83939,1.01825
20180330 20:00,-6.25413,-0.242335,-9.6661,0.440112
20180330 21:00,-6.50477,-0.759861,-10.2019,-0.0518181
20180330 22:00,-6.94068,0.00447261,-10.8972,0.956203
20180330 23:00,-6.89748,-0.122297,-10.7525,0.771082
20180331 00:00,-6.99738,-0.545542,-10.9542,0.0940711
20180331 01:00,-7.59065,0.171014,-11.4655,1.12831
20180331 02:00,-7.91052,-0.152497,-11.9711,0.631505
20180331 03:00,-7.69126,0.357062,-11.4003,1.00775
20180331 04:00,-7.86009,-0.0274825,-11.3411,0.544865
20180331 05:00,-8.25155,-0.629283,-11.7829,-0.275245
20180331 06:00,-8.43097,-0.194277,-11.8009,0.129303
20180331 07:00,-8.34966,-0.0356293,-11.8042,0.388123
20180331 08:00,-8.00509,0.274007,-10.6302,0.562532
20180331 09:00,-8.35106,0.590215,-11.0038,0.916758
20180331 10:00,-8.2819,-0.131027,-10.8317,-0.00770414
20180331 11:00,-7.77808,-0.000407159,-10.1161,0.0345324
20180331 12:00,-7.03882,0.553978,-9.11274,0.651737
20180331 13:00,-6.04594,0.616431,-7.95587,0.75219
20180331 14:00,-5.85135,0.373749,-7.52383,0.51916
20180331 15:00,-5.35464,-0.379215,-7.0771,-0.366261
20180331 16:00,-5.24067,-0.23024,-6.98419,-0.174835
20180331 17:00,-5.15802,-0.684968,-6.95692,-0.642792
20180331 18:00,-4.55317,-1.3273,-6.79577,-1.46222
20180331 19:00,-4.35955,-2.32547,-6.80682,-2.7308
20180331 20:00,-4.24487,-2.10994,-6.8657,-2.5049
20180331 21:00,-3.82294,-2.10936,-6.17671,-2.55691
20180331 22:00,-3.30586,-2.48518,-5.55877,-3.10759
20180331 23:00,-2.91754,-3.02605,-4.98216,-4.12034
20180401 00:00,-2.68989,-3.24484,-4.5781,-4.46236
